Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhood  District,Location,RowID
163663761,T13,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:56:11 PM,12/31/2016 10:58:38 PM,,,Fire,12/31/2016 11:07:34 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,false,Alarm,1,TRUCK,3,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-T13
163663761,T02,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:55:40 PM,12/31/2016 10:56:59 PM,,,Fire,12/31/2016 11:11:34 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,false,Alarm,1,TRUCK,1,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-T02
163663761,RS1,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:58:00 PM,,,,Fire,12/31/2016 11:00:22 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,false,Alarm,1,RESCUE SQUAD,10,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-RS1
163663761,E28,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:55:31 PM,,,,Fire,12/31/2016 11:12:36 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,true,Alarm,1,ENGINE,6,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-E28
163663761,E13,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:55:29 PM,12/31/2016 10:58:46 PM,,,Fire,12/31/2016 11:00:55 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,true,Alarm,1,ENGINE,4,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-E13
163663761,E02,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:55:46 PM,,,,Fire,12/31/2016 11:06:52 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,true,Alarm,1,ENGINE,7,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-E02
163663761,D2,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:56:40 PM,,,,Fire,12/31/2016 11:00:52 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,false,Alarm,1,CHIEF,8,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-D2
163663761,B04,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:55:25 PM,,,,Fire,12/31/2016 11:00:44 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,false,Alarm,1,CHIEF,9,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-B04
163663761,B01,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:56:51 PM,12/31/2016 10:57:26 PM,,,Fire,12/31/2016 11:11:49 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,false,Alarm,1,CHIEF,2,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-B01
163663761,54,16146960,Structure Fire,12/31/2016,12/31/2016,12/31/2016 10:51:23 PM,12/31/2016 10:54:10 PM,12/31/2016 10:54:28 PM,12/31/2016 10:55:08 PM,12/31/2016 11:03:57 PM,,,Fire,12/31/2016 11:06:25 PM,0 Block of MEDAU PL,San Francisco,94133,B01,28,1265,3,3,3,true,Alarm,1,MEDIC,5,1,3,North Beach,"(37.8017353599499, -122.408245976116)",163663761-54
163663760,82,16146959,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:53:04 PM,12/31/2016 10:54:07 PM,12/31/2016 10:56:28 PM,12/31/2016 10:56:53 PM,12/31/2016 11:07:21 PM,12/31/2016 11:28:54 PM,12/31/2016 11:42:49 PM,Code 2 Transport,01/01/2017 12:10:18 AM,1600 Block of 48TH AVE,San Francisco,94122,B08,23,7724,2,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.7556706107482, -122.507670205519)",163663760-82
163663744,KM15,16146958,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:44:14 PM,12/31/2016 10:48:53 PM,12/31/2016 10:49:18 PM,12/31/2016 10:49:40 PM,12/31/2016 10:57:20 PM,12/31/2016 11:23:52 PM,12/31/2016 11:52:07 PM,Code 2 Transport,01/01/2017 12:23:06 AM,1500 Block of 46TH AV,San Francisco,94122,B08,23,7717,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,8,4,Sunset/Parkside,"(37.7576293652179, -122.505662087768)",163663744-KM15
163663744,E23,16146958,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:44:14 PM,12/31/2016 10:48:53 PM,12/31/2016 10:50:09 PM,12/31/2016 10:51:55 PM,12/31/2016 10:53:26 PM,,,Code 2 Transport,12/31/2016 11:06:44 PM,1500 Block of 46TH AV,San Francisco,94122,B08,23,7717,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7576293652179, -122.505662087768)",163663744-E23
163663729,EMS10,16146957,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:45:15 PM,12/31/2016 10:45:15 PM,12/31/2016 10:46:31 PM,12/31/2016 10:46:31 PM,12/31/2016 10:48:39 PM,,,Code 2 Transport,12/31/2016 10:53:58 PM,CALIFORNIA ST/HYDE ST,San Francisco,94109,B01,41,1541,3,3,3,false,Potentially Life-Threatening,1,CHIEF,3,4,3,Nob Hill,"(37.7909731905551, -122.41739133715)",163663729-EMS10
163663729,E41,16146957,Medical Incident,12/31/2016,12/31/2016,12/31/2016 10:45:15 PM,12/31/2016 10:45:15 PM,12/31/2016 10:45:39 PM,12/31/2016 10:46:56 PM,12/31/2016 10:48:09 PM,,,Code 2 Transport,12/31/2016 10:49:56 PM,CALIFORNIA ST/HYDE ST,San Francisco,94109,B01,41,1541,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,4,3,Nob Hill,"(37.7909731905551, -122.41739133715)",163663729-E41
163663202,KM11,16146901,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:23:23 PM,12/31/2016 08:25:03 PM,12/31/2016 08:26:09 PM,12/31/2016 08:27:03 PM,12/31/2016 08:30:38 PM,12/31/2016 08:40:55 PM,12/31/2016 08:59:18 PM,Code 2 Transport,12/31/2016 09:26:35 PM,100 Block of EDDY ST,San Francisco,94102,B03,01,1453,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,3,6,Tenderloin,"(37.7841909047888, -122.410119483452)",163663202-KM11
163663202,E03,16146901,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:23:23 PM,12/31/2016 08:25:03 PM,12/31/2016 08:26:09 PM,12/31/2016 08:27:05 PM,12/31/2016 08:30:32 PM,,,Code 2 Transport,12/31/2016 08:33:43 PM,100 Block of EDDY ST,San Francisco,94102,B03,01,1453,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.7841909047888, -122.410119483452)",163663202-E03
163663198,E42,16146900,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:22:12 PM,12/31/2016 08:22:12 PM,12/31/2016 08:22:27 PM,12/31/2016 08:24:01 PM,12/31/2016 08:25:53 PM,,,Code 2 Transport,12/31/2016 08:36:25 PM,200 Block of WILLIAMS AVE,San Francisco,94124,B10,42,6474,2,2,2,true,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7299346936044, -122.397744427103)",163663198-E42
163663198,73,16146900,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:22:12 PM,12/31/2016 08:22:12 PM,12/31/2016 08:22:27 PM,12/31/2016 08:22:45 PM,12/31/2016 08:30:59 PM,12/31/2016 08:35:33 PM,12/31/2016 09:08:51 PM,Code 2 Transport,12/31/2016 09:20:43 PM,200 Block of WILLIAMS AVE,San Francisco,94124,B10,42,6474,2,2,2,true,Non Life-threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7299346936044, -122.397744427103)",163663198-73
163663196,KM07,16146899,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:21:00 PM,12/31/2016 08:21:30 PM,12/31/2016 08:21:53 PM,12/31/2016 08:23:08 PM,12/31/2016 08:28:57 PM,12/31/2016 08:47:50 PM,12/31/2016 09:10:47 PM,Code 2 Transport,12/31/2016 09:29:12 PM,1000 Block of POINT LOBOS AVE,San Francisco,94121,B07,34,7314,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,7,1,Outer Richmond,"(37.7784851093699, -122.513648358636)",163663196-KM07
163663196,E34,16146899,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:21:00 PM,12/31/2016 08:21:30 PM,12/31/2016 08:21:53 PM,12/31/2016 08:23:03 PM,,,,Code 2 Transport,12/31/2016 08:24:23 PM,1000 Block of POINT LOBOS AVE,San Francisco,94121,B07,34,7314,2,2,2,false,Potentially Life-Threatening,1,ENGINE,3,7,1,Outer Richmond,"(37.7784851093699, -122.513648358636)",163663196-E34
163663196,E14,16146899,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:21:00 PM,12/31/2016 08:21:30 PM,12/31/2016 08:21:53 PM,12/31/2016 08:23:37 PM,12/31/2016 08:27:18 PM,,,Code 2 Transport,12/31/2016 08:34:38 PM,1000 Block of POINT LOBOS AVE,San Francisco,94121,B07,34,7314,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,7,1,Outer Richmond,"(37.7784851093699, -122.513648358636)",163663196-E14
163663181,T07,16146898,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:17:25 PM,12/31/2016 08:17:25 PM,12/31/2016 08:17:42 PM,12/31/2016 08:18:34 PM,,,,Fire,12/31/2016 08:21:02 PM,TREAT AV/ALAMEDA ST,San Francisco,94103,B02,29,5221,3,3,3,false,Alarm,1,TRUCK,2,2,9,Mission,"(37.7680736053747, -122.412424183842)",163663181-T07
163663181,E29,16146898,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:17:25 PM,12/31/2016 08:17:25 PM,12/31/2016 08:17:42 PM,12/31/2016 08:18:16 PM,12/31/2016 08:20:51 PM,,,Fire,12/31/2016 08:21:02 PM,TREAT AV/ALAMEDA ST,San Francisco,94103,B02,29,5221,3,3,3,true,Alarm,1,ENGINE,1,2,9,Mission,"(37.7680736053747, -122.412424183842)",163663181-E29
163663153,T16,16146897,Alarms,12/31/2016,12/31/2016,12/31/2016 08:06:23 PM,12/31/2016 08:08:14 PM,12/31/2016 08:08:27 PM,12/31/2016 08:09:16 PM,,,,Fire,12/31/2016 08:11:06 PM,2500 Block of LYON ST,San Francisco,94123,B04,16,4332,3,3,3,false,Alarm,1,TRUCK,3,7,2,Presidio,"(37.7942293589716, -122.446726558057)",163663153-T16
163663153,E10,16146897,Alarms,12/31/2016,12/31/2016,12/31/2016 08:06:23 PM,12/31/2016 08:08:14 PM,12/31/2016 08:08:27 PM,12/31/2016 08:09:49 PM,12/31/2016 08:18:04 PM,,,Fire,12/31/2016 08:18:23 PM,2500 Block of LYON ST,San Francisco,94123,B04,16,4332,3,3,3,true,Alarm,1,ENGINE,1,7,2,Presidio,"(37.7942293589716, -122.446726558057)",163663153-E10
163663153,B04,16146897,Alarms,12/31/2016,12/31/2016,12/31/2016 08:06:23 PM,12/31/2016 08:08:14 PM,12/31/2016 08:08:27 PM,12/31/2016 08:09:05 PM,,,,Fire,12/31/2016 08:11:06 PM,2500 Block of LYON ST,San Francisco,94123,B04,16,4332,3,3,3,false,Alarm,1,CHIEF,2,7,2,Presidio,"(37.7942293589716, -122.446726558057)",163663153-B04
163663149,T01,16146896,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:07:23 PM,12/31/2016 08:07:23 PM,12/31/2016 08:08:03 PM,12/31/2016 08:09:29 PM,,,,Fire,12/31/2016 08:11:31 PM,3RD ST/BRYANT ST,San Francisco,94107,B03,08,2174,3,3,3,false,Alarm,1,TRUCK,1,3,6,South of Market,"(37.7813212571676, -122.395843500166)",163663149-T01
163663149,E08,16146896,Structure Fire,12/31/2016,12/31/2016,12/31/2016 08:07:23 PM,12/31/2016 08:07:23 PM,12/31/2016 08:08:03 PM,12/31/2016 08:09:37 PM,,,,Fire,12/31/2016 08:11:02 PM,3RD ST/BRYANT ST,San Francisco,94107,B03,08,2174,3,3,3,true,Alarm,1,ENGINE,2,3,6,South of Market,"(37.7813212571676, -122.395843500166)",163663149-E08
163663147,KM204,16146895,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:04:46 PM,12/31/2016 08:07:02 PM,12/31/2016 08:09:24 PM,12/31/2016 08:09:24 PM,12/31/2016 08:10:36 PM,,,Code 2 Transport,12/31/2016 08:15:33 PM,1000 Block of FRANKLIN ST,San Francisco,94109,B02,03,3221,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,5,Western Addition,"(37.7838427739256, -122.422767363844)",163663147-KM204
163663147,KM12,16146895,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:04:46 PM,12/31/2016 08:07:02 PM,12/31/2016 08:07:12 PM,12/31/2016 08:08:43 PM,12/31/2016 08:10:17 PM,12/31/2016 08:24:28 PM,12/31/2016 08:31:55 PM,Code 2 Transport,12/31/2016 09:14:33 PM,1000 Block of FRANKLIN ST,San Francisco,94109,B02,03,3221,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,2,5,Western Addition,"(37.7838427739256, -122.422767363844)",163663147-KM12
163663147,E03,16146895,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:04:46 PM,12/31/2016 08:07:02 PM,12/31/2016 08:07:12 PM,12/31/2016 08:08:20 PM,,,,Code 2 Transport,12/31/2016 08:10:45 PM,1000 Block of FRANKLIN ST,San Francisco,94109,B02,03,3221,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,5,Western Addition,"(37.7838427739256, -122.422767363844)",163663147-E03
163663146,T08,16146894,Alarms,12/31/2016,12/31/2016,12/31/2016 08:05:07 PM,12/31/2016 08:06:25 PM,12/31/2016 08:06:35 PM,12/31/2016 08:08:48 PM,12/31/2016 08:13:18 PM,,,Fire,12/31/2016 08:21:11 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,TRUCK,3,3,6,Financial District/South Beach,"(37.7860674664176, -122.393858794105)",163663146-T08
163663146,E35,16146894,Alarms,12/31/2016,12/31/2016,12/31/2016 08:05:07 PM,12/31/2016 08:06:25 PM,12/31/2016 08:06:35 PM,12/31/2016 08:07:14 PM,12/31/2016 08:10:05 PM,,,Fire,12/31/2016 08:23:19 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,true,Alarm,1,ENGINE,2,3,6,Financial District/South Beach,"(37.7860674664176, -122.393858794105)",163663146-E35
163663146,B03,16146894,Alarms,12/31/2016,12/31/2016,12/31/2016 08:05:07 PM,12/31/2016 08:06:25 PM,12/31/2016 08:06:35 PM,12/31/2016 08:08:22 PM,12/31/2016 08:09:30 PM,,,Fire,12/31/2016 08:24:40 PM,0 Block of LANSING ST,San Francisco,94105,B03,35,2136,3,3,3,false,Alarm,1,CHIEF,1,3,6,Financial District/South Beach,"(37.7860674664176, -122.393858794105)",163663146-B03
163663137,E02,16146893,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:00:10 PM,12/31/2016 08:03:41 PM,12/31/2016 08:04:14 PM,12/31/2016 08:05:45 PM,12/31/2016 08:13:25 PM,,,Code 2 Transport,12/31/2016 08:41:35 PM,700 Block of VALLEJO ST,San Francisco,94133,B01,02,1333,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,"(37.7985110684501, -122.409769091125)",163663137-E02
163663137,71,16146893,Medical Incident,12/31/2016,12/31/2016,12/31/2016 08:00:10 PM,12/31/2016 08:03:41 PM,12/31/2016 08:04:14 PM,12/31/2016 08:04:20 PM,12/31/2016 08:13:50 PM,12/31/2016 08:34:51 PM,12/31/2016 08:39:08 PM,Code 2 Transport,12/31/2016 08:57:25 PM,700 Block of VALLEJO ST,San Francisco,94133,B01,02,1333,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Chinatown,"(37.7985110684501, -122.409769091125)",163663137-71
163663116,E07,16146892,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:55:44 PM,12/31/2016 07:58:58 PM,12/31/2016 07:59:16 PM,12/31/2016 08:00:00 PM,12/31/2016 08:01:44 PM,,,Code 2 Transport,12/31/2016 08:08:46 PM,24TH ST/FOLSOM ST,San Francisco,94110,B06,07,5526,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.7525060662321, -122.414086032423)",163663116-E07
163663116,93,16146892,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:55:44 PM,12/31/2016 07:58:58 PM,12/31/2016 07:59:16 PM,12/31/2016 08:00:48 PM,12/31/2016 08:04:06 PM,12/31/2016 08:20:07 PM,12/31/2016 08:30:01 PM,Code 2 Transport,12/31/2016 09:21:12 PM,24TH ST/FOLSOM ST,San Francisco,94110,B06,07,5526,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Mission,"(37.7525060662321, -122.414086032423)",163663116-93
163663105,E06,16146891,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:54:59 PM,12/31/2016 07:55:43 PM,12/31/2016 07:56:48 PM,12/31/2016 07:57:44 PM,12/31/2016 07:59:49 PM,,,Code 2 Transport,12/31/2016 08:45:34 PM,100 Block of GUERRERO ST,San Francisco,94103,B02,06,5214,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,8,Mission,"(37.7688930095544, -122.42438060559)",163663105-E06
163663105,AM28,16146891,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:54:59 PM,12/31/2016 07:55:43 PM,12/31/2016 07:56:48 PM,12/31/2016 07:57:20 PM,12/31/2016 08:00:04 PM,12/31/2016 08:26:56 PM,12/31/2016 08:35:41 PM,Code 2 Transport,12/31/2016 09:22:29 PM,100 Block of GUERRERO ST,San Francisco,94103,B02,06,5214,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,8,Mission,"(37.7688930095544, -122.42438060559)",163663105-AM28
163663102,E19,16146890,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:51:56 PM,12/31/2016 07:54:14 PM,12/31/2016 07:54:25 PM,12/31/2016 07:54:47 PM,12/31/2016 07:58:51 PM,,,Code 2 Transport,12/31/2016 08:16:15 PM,200 Block of FONT BLVD,San Francisco,94132,B08,19,8428,2,2,2,true,Non Life-threatening,1,ENGINE,1,8,7,Lakeshore,"(37.7162490962461, -122.475270753962)",163663102-E19
163663102,84,16146890,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:51:56 PM,12/31/2016 07:54:14 PM,12/31/2016 07:54:25 PM,12/31/2016 07:54:35 PM,12/31/2016 08:07:18 PM,12/31/2016 08:31:28 PM,12/31/2016 08:52:29 PM,Code 2 Transport,12/31/2016 09:12:49 PM,200 Block of FONT BLVD,San Francisco,94132,B08,19,8428,2,2,2,true,Non Life-threatening,1,MEDIC,2,8,7,Lakeshore,"(37.7162490962461, -122.475270753962)",163663102-84
163663094,E01,16146889,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:51:39 PM,12/31/2016 07:51:39 PM,12/31/2016 07:51:58 PM,12/31/2016 07:53:45 PM,12/31/2016 07:56:06 PM,,,Code 2 Transport,12/31/2016 08:05:44 PM,900 Block of MARKET ST,San Francisco,94102,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Tenderloin,"(37.7837069301545, -122.408595110869)",163663094-E01
163663094,67,16146889,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:51:39 PM,12/31/2016 07:51:39 PM,12/31/2016 07:51:58 PM,12/31/2016 07:52:09 PM,12/31/2016 08:15:42 PM,12/31/2016 08:15:47 PM,12/31/2016 08:27:39 PM,Code 2 Transport,12/31/2016 08:55:03 PM,900 Block of MARKET ST,San Francisco,94102,B03,01,1364,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,Tenderloin,"(37.7837069301545, -122.408595110869)",163663094-67
163663091,AM16,16146888,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:50:40 PM,12/31/2016 07:50:40 PM,12/31/2016 07:51:04 PM,12/31/2016 07:52:11 PM,12/31/2016 07:56:43 PM,12/31/2016 08:19:26 PM,12/31/2016 08:31:32 PM,Code 2 Transport,12/31/2016 09:07:12 PM,3900 Block of GEARY BLVD,San Francisco,94118,B07,31,7124,2,2,2,false,Non Life-threatening,1,PRIVATE,1,7,1,Inner Richmond,"(37.7812602215298, -122.461609339534)",163663091-AM16
163663090,KM11,16146887,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:48:39 PM,12/31/2016 07:50:19 PM,12/31/2016 07:50:33 PM,12/31/2016 07:51:21 PM,12/31/2016 07:54:43 PM,,,Fire,12/31/2016 08:08:12 PM,400 Block of ELLIS ST,San Francisco,94102,B03,03,1461,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.7848073886774, -122.413615438263)",163663090-KM11
163663058,KM01,16146886,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:40:39 PM,12/31/2016 07:40:39 PM,12/31/2016 07:40:58 PM,12/31/2016 07:41:43 PM,12/31/2016 07:46:26 PM,12/31/2016 08:08:32 PM,12/31/2016 08:40:24 PM,Code 2 Transport,12/31/2016 09:12:23 PM,200 Block of MARKET ST,San Francisco,94111,B03,13,2809,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,1,3,Financial District/South Beach,"(37.7928236509312, -122.397034190089)",163663058-KM01
163663058,E13,16146886,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:40:39 PM,12/31/2016 07:40:39 PM,12/31/2016 07:40:58 PM,12/31/2016 07:42:01 PM,12/31/2016 07:43:47 PM,,,Code 2 Transport,12/31/2016 07:59:18 PM,200 Block of MARKET ST,San Francisco,94111,B03,13,2809,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.7928236509312, -122.397034190089)",163663058-E13
163663045,E07,16146885,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:37:30 PM,12/31/2016 07:38:24 PM,12/31/2016 07:38:37 PM,12/31/2016 07:39:16 PM,12/31/2016 07:40:00 PM,,,Code 2 Transport,12/31/2016 07:44:37 PM,2500 Block of FOLSOM ST,San Francisco,94110,B06,07,5473,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,"(37.7565027408456, -122.414395554527)",163663045-E07
163663045,88,16146885,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:37:30 PM,12/31/2016 07:38:24 PM,12/31/2016 07:38:37 PM,12/31/2016 07:38:42 PM,12/31/2016 07:41:58 PM,12/31/2016 07:50:57 PM,12/31/2016 07:56:46 PM,Code 2 Transport,12/31/2016 08:16:54 PM,2500 Block of FOLSOM ST,San Francisco,94110,B06,07,5473,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Mission,"(37.7565027408456, -122.414395554527)",163663045-88
163663036,52,16146884,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:35:53 PM,12/31/2016 07:35:53 PM,12/31/2016 07:36:47 PM,12/31/2016 07:36:52 PM,12/31/2016 07:43:08 PM,,,No Merit,12/31/2016 08:24:18 PM,500 Block of LEAVENWORTH ST,San Francisco,94102,B04,03,1544,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,6,Tenderloin,"(37.7860598457137, -122.414643592857)",163663036-52
163663033,T05,16146883,Alarms,12/31/2016,12/31/2016,12/31/2016 07:33:51 PM,12/31/2016 07:35:11 PM,12/31/2016 07:35:40 PM,12/31/2016 07:36:53 PM,12/31/2016 07:39:41 PM,,,Fire,12/31/2016 07:44:20 PM,300 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1644,3,3,3,false,Alarm,1,TRUCK,1,2,6,Tenderloin,"(37.7816051272704, -122.416336251796)",163663033-T05
163663033,E03,16146883,Alarms,12/31/2016,12/31/2016,12/31/2016 07:33:51 PM,12/31/2016 07:35:11 PM,12/31/2016 07:35:40 PM,12/31/2016 07:36:32 PM,,,,Fire,12/31/2016 07:44:20 PM,300 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1644,3,3,3,true,Alarm,1,ENGINE,3,2,6,Tenderloin,"(37.7816051272704, -122.416336251796)",163663033-E03
163663033,B04,16146883,Alarms,12/31/2016,12/31/2016,12/31/2016 07:33:51 PM,12/31/2016 07:35:11 PM,12/31/2016 07:35:40 PM,12/31/2016 07:36:20 PM,12/31/2016 07:41:18 PM,,,Fire,12/31/2016 07:44:20 PM,300 Block of GOLDEN GATE AVE,San Francisco,94102,B02,03,1644,3,3,3,false,Alarm,1,CHIEF,2,2,6,Tenderloin,"(37.7816051272704, -122.416336251796)",163663033-B04
163663030,E01,16146882,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:34:17 PM,12/31/2016 07:34:17 PM,12/31/2016 07:35:12 PM,12/31/2016 07:36:32 PM,12/31/2016 07:38:18 PM,,,Code 2 Transport,12/31/2016 07:39:27 PM,MISSION ST/4TH ST,San Francisco,94103,B03,01,2213,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.7844787439707, -122.404266872501)",163663030-E01
163663030,72,16146882,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:34:17 PM,12/31/2016 07:34:17 PM,12/31/2016 07:35:12 PM,12/31/2016 07:35:18 PM,12/31/2016 07:38:07 PM,12/31/2016 07:51:18 PM,12/31/2016 08:02:47 PM,Code 2 Transport,12/31/2016 08:32:26 PM,MISSION ST/4TH ST,San Francisco,94103,B03,01,2213,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,"(37.7844787439707, -122.404266872501)",163663030-72
163663028,EMS6,16146881,Medical Incident,12/31/2016,12/31/2016,12/31/2016 07:30:36 PM,12/31/2016 07:32:45 PM,12/31/2016 07:37:39 PM,12/31/2016 07:37:39 PM,12/31/2016 08:07:24 PM,12/31/2016 08:08:14 PM,12/31/2016 08:24:41 PM,Code 2 Transport,12/31/2016 08:53:53 PM,2100 Block of QUESADA AVE,San Francisco,94124,B10,42,6431,2,2,2,false,Non Life-threatening,1,CHIEF,2,10,10,Bayview Hunters Point,"(37.7380740515754, -122.399915418902)",163663028-EMS6
